trade_id,symbol,side,quantity,entry_price,exit_price,entry_time,exit_time,pnl,pnl_percent,net_pnl,commission,swap,stop_loss,take_profit,result,exit_reason,strategy_name,magic_number,duration_minutes,r_multiple,notes,rr_scenario,session
6c71a89f-7b88-4c49-b66a-bfdf957375ba,EURUSD,short,1.5,1.12953,1.1281300000000003,2022-01-03T10:45:00,2022-01-03T12:15:00,209.99999999994355,0.0,206.99999999994355,3.0,0.0,1.13018,1.1280800000000002,win,tp,ORB,0,90.0,215384.61538454442,,2.5,London
bc0c85d6-b204-42fd-b48a-86973e39e325,EURUSD,long,1.9000000000000001,1.1285500000000002,1.12795,2022-01-04T17:20:00,2022-01-04T19:35:00,-114.00000000002964,0.0,-117.00000000002964,3.0,0.0,1.1280000000000001,1.12975,loss,sl,ORB,0,135.0,-109090.90909092744,,2.5,NewYork
80184dfe-674b-4eff-bffb-8c254c6905e6,EURUSD,short,1.8,1.1308999999999998,1.1315,2022-01-05T18:05:00,2022-01-05T20:45:00,-108.00000000002808,0.0,-111.00000000002808,3.0,0.0,1.1314499999999998,1.1297,loss,sl,ORB,0,160.0,-109090.90909092744,,2.5,NewYork
86b50155-2e23-4e30-931f-d58d53003a16,EURUSD,short,1.8,1.13031,1.1309300000000002,2022-01-06T12:00:00,2022-01-06T12:05:00,-111.60000000005166,0.0,-114.60000000005166,3.0,0.0,1.13088,1.12906,loss,sl,ORB,0,5.0,-108771.92982457712,,2.5,London
a3b7187f-d90d-4f6f-b518-b39c666f1268,EURUSD,short,1.8,1.1460899999999998,1.14669,2022-01-13T12:35:00,2022-01-13T20:35:00,-108.00000000002808,0.0,-111.00000000002808,3.0,0.0,1.1466399999999999,1.14489,loss,sl,ORB,0,480.0,-109090.90909092744,,2.5,London
c243b6ba-18ef-446e-9b81-7f504a8c0754,EURUSD,long,1.8,1.13271,1.13211,2022-01-18T17:20:00,2022-01-18T19:15:00,-108.00000000002808,0.0,-111.00000000002808,3.0,0.0,1.13216,1.13391,loss,sl,ORB,0,115.0,-109090.90909092744,,2.5,NewYork
9c0d9949-277f-4564-9479-502dd32a677e,EURUSD,short,1.8,1.1350099999999999,1.13561,2022-01-19T11:40:00,2022-01-19T20:10:00,-108.00000000002808,0.0,-111.00000000002808,3.0,0.0,1.13556,1.13381,loss,sl,ORB,0,510.0,-109090.90909092744,,2.5,London
036cb4a0-78e2-4482-bac0-b0618b060373,EURUSD,long,1.7000000000000002,1.13141,1.132585,2022-01-24T11:30:00,2022-01-24T12:40:00,199.74999999998747,0.0,196.74999999998747,3.0,0.0,1.13085,1.132635,win,tp,ORB,0,70.0,209821.42857137191,,2.5,London
31db4bc5-756f-4fde-98af-cf091042306d,EURUSD,short,1.8,1.1239199999999998,1.12277,2022-01-26T18:45:00,2022-01-26T21:05:00,206.99999999995723,0.0,203.99999999995723,3.0,0.0,1.1244699999999999,1.12272,win,tp,ORB,0,140.0,209090.9090908467,,2.5,NewYork
03017f78-1ea0-4f0d-b556-56509544bae7,EURUSD,short,1.8,1.11428,1.11488,2022-01-27T18:15:00,2022-01-27T21:00:00,-108.00000000002808,0.0,-111.00000000002808,3.0,0.0,1.11483,1.11308,loss,sl,ORB,0,165.0,-109090.90909092744,,2.5,NewYork
76396e45-5933-4b65-b1c6-39387a2e9972,EURUSD,long,1.2000000000000002,1.1167,1.11584,2022-01-28T11:25:00,2022-01-28T11:45:00,-103.20000000000998,0.0,-106.20000000000998,3.0,0.0,1.11589,1.1185499999999995,loss,sl,ORB,0,20.0,-106172.83950618605,,2.5,London
b346dbdd-dd3d-4a57-b227-84837462bd08,EURUSD,short,1.2000000000000002,1.13022,1.13111,2022-02-02T10:50:00,2022-02-02T12:55:00,-106.8000000000069,0.0,-109.8000000000069,3.0,0.0,1.13106,1.1282950000000005,loss,sl,ORB,0,125.0,-105952.38095239387,,2.5,London
424b7505-54a1-4689-989e-3292262ac893,EURUSD,long,1.7000000000000002,1.1422100000000002,1.14336,2022-02-03T11:10:00,2022-02-03T11:20:00,195.49999999995964,0.0,192.49999999995964,3.0,0.0,1.1416600000000001,1.14341,win,tp,ORB,0,10.0,209090.90909084672,,2.5,London
f07650c9-2326-4c90-b966-ae574da7bb81,EURUSD,long,1.8,1.14382,1.14322,2022-02-03T18:35:00,2022-02-03T19:00:00,-108.00000000002808,0.0,-111.00000000002808,3.0,0.0,1.14327,1.14502,loss,sl,ORB,0,25.0,-109090.90909092744,,2.5,NewYork
bee40431-bc96-43c9-b13a-b1408eeddb04,EURUSD,long,1.2000000000000002,1.1436300000000001,1.1454550000000003,2022-02-04T10:45:00,2022-02-04T11:55:00,219.00000000002254,0.0,216.00000000002254,3.0,0.0,1.1428099999999999,1.1455050000000004,win,tp,ORB,0,70.0,222560.97560970703,,2.5,London
11fb45f6-4bd3-405f-a083-0f826419ef5e,EURUSD,long,1.6,1.14151,1.1408299999999998,2022-02-08T11:35:00,2022-02-08T13:15:00,-108.80000000003776,0.0,-111.80000000003776,3.0,0.0,1.14088,1.14291,loss,sl,ORB,0,100.0,-107936.50793652303,,2.5,London
4cf35b5c-7902-4f9a-b34c-25d6a5a0ff8e,EURUSD,short,1.8,1.1431,1.1437000000000002,2022-02-09T12:00:00,2022-02-09T12:30:00,-108.00000000002808,0.0,-111.00000000002808,3.0,0.0,1.14365,1.1419000000000001,loss,sl,ORB,0,30.0,-109090.90909092744,,2.5,London
aa3140ea-5c72-4c8e-8dde-e8d7bba83036,EURUSD,short,1.8,1.1422599999999998,1.14286,2022-02-09T17:40:00,2022-02-09T21:55:00,-108.00000000002808,0.0,-111.00000000002808,3.0,0.0,1.1428099999999999,1.14106,loss,sl,ORB,0,255.0,-109090.90909092744,,2.5,NewYork
adde876f-12bf-4a80-b71c-d980083613d9,EURUSD,long,1.3,1.14054,1.13973,2022-02-11T11:15:00,2022-02-11T11:35:00,-105.30000000002595,0.0,-108.30000000002595,3.0,0.0,1.13978,1.142265,loss,sl,ORB,0,20.0,-106578.94736843412,,2.5,London
