trade_id,symbol,side,quantity,entry_time,entry_price,exit_time,exit_price,stop_loss,take_profit,pnl,commission,exit_reason,duration_minutes
cb37afd5-db5d-4bd2-bd89-1ab6cc1d2e8b,NVDA,short,2.8000000000000003,2025-10-09T09:35:00-04:00,191.2448951171875,2025-10-09T09:40:00-04:00,191.60160268554688,191.60150268554688,190.53197998046875,-99.87811914062719,2.0,sl,5.0
ed5ed226-96cb-4440-9514-f1999805eba1,NVDA,long,10.0,2025-10-10T09:45:00-04:00,193.2800072265625,2025-10-10T09:50:00-04:00,193.2498072265625,193.2499072265625,193.3399072265625,-30.200000000007776,2.0,sl,5.0
94b7fa8f-866e-483c-9227-0745188411cf,NVDA,long,1.0,2025-10-13T09:55:00-04:00,189.60509572753907,2025-10-13T10:20:00-04:00,188.5999048828125,188.6000048828125,191.6149774169922,-100.51908447265703,2.0,sl,25.0
9a9a4c9a-f8d3-4711-b46b-15cc612920ca,NVDA,short,1.0,2025-10-14T09:35:00-04:00,180.80950083007812,2025-10-14T10:00:00-04:00,181.75910390625,181.75900390625,178.91079467773437,-94.96030761718828,2.0,sl,25.0
a4a89665-0b47-445a-b871-f105b45952bd,NVDA,short,0.8,2025-10-15T09:35:00-04:00,181.93990244140625,2025-10-15T11:00:00-04:00,183.12009633789063,183.11999633789063,179.5800146484375,-94.41551171875062,2.0,sl,85.0
e1c61961-4449-454c-99c7-69889bf9e364,NVDA,long,1.3,2025-10-16T10:15:00-04:00,182.51009450683594,2025-10-16T11:45:00-04:00,181.77139841308593,181.77149841308594,183.98698669433594,-96.03049218750101,2.0,sl,90.0
26908447-5cca-4387-9b7f-3bea02dbb3ad,NVDA,long,0.8,2025-10-17T09:45:00-04:00,181.5051048828125,2025-10-17T11:35:00-04:00,180.29990183105468,180.3000018310547,183.91501098632813,-96.41624414062562,2.0,sl,110.0
78e56724-4d8d-4486-82cf-a5775f2bdb4e,NVDA,long,0.8,2025-10-20T10:20:00-04:00,184.3499992919922,2025-10-20T11:20:00-04:00,183.15489755859375,183.15499755859375,186.73970275878906,-95.60813867187562,2.0,sl,60.0
fbbeeebc-fbf0-4ba4-b288-3382da2caaa5,NVDA,short,1.1,2025-10-21T09:40:00-04:00,181.2898932861328,2025-10-21T11:15:00-04:00,182.14010061035157,182.14000061035156,179.5899786376953,-93.52280566406337,2.0,sl,95.0
ff6da45a-089f-4c7e-9c5b-5e168bc43d23,NVDA,long,0.9,2025-10-22T09:40:00-04:00,182.1301048828125,2025-10-22T10:25:00-04:00,181.07990061035156,181.08000061035156,184.23001342773438,-94.51838452148507,2.0,sl,45.0
9860610a-e5db-4785-a56d-183a027ebc61,NVDA,long,0.9,2025-10-23T09:45:00-04:00,181.03009877929688,2025-10-23T14:50:00-04:00,182.98989267578125,180.0500018310547,182.98999267578125,176.38145068359336,2.0,tp,305.0
4ba8facc-b68a-4d1c-b93c-512aa2b07b56,NVDA,long,0.9,2025-10-24T09:35:00-04:00,185.57010732421875,2025-10-24T10:15:00-04:00,184.56990610351562,184.57000610351562,187.570009765625,-90.01810986328195,2.0,sl,40.0
41055f1e-1a17-4b5a-abb3-62023e994984,NVDA,long,1.5,2025-10-27T09:40:00-04:00,190.97010122070313,2025-10-27T10:05:00-04:00,190.3499048828125,190.3500048828125,192.20999389648438,-93.02945068359492,2.0,sl,25.0
e59b3d43-15e9-42f4-ace8-52f5e99e9f70,NVDA,short,5.0,2025-10-28T11:20:00-04:00,192.63989938964843,2025-10-28T11:25:00-04:00,192.82009328613282,192.8199932861328,192.28001159667969,-90.09694824219139,2.0,sl,5.0
bb9e60c1-d074-4206-b19c-0908eddd3fa7,NVDA,long,1.1,2025-10-29T09:45:00-04:00,211.14009938964844,2025-10-29T09:50:00-04:00,210.3230036376953,210.3231036376953,212.7737908935547,-89.88053271484462,2.0,sl,5.0
181f67ae-d987-48d8-83f2-c9947b8145a4,NVDA,short,0.6000000000000001,2025-10-30T09:35:00-04:00,201.85770334472656,2025-10-30T09:45:00-04:00,203.31009877929688,203.30999877929688,198.95341247558594,-87.14372607421923,2.0,sl,10.0
0ab3e44f-ec75-4a75-843f-02b9388cb246,NVDA,long,1.3,2025-10-31T09:35:00-04:00,207.49019704589844,2025-10-31T09:40:00-04:00,206.80989633789062,206.80999633789062,208.85029846191406,-88.43909204101664,2.0,sl,5.0
2caff8fe-80f9-48c7-ba26-df1fa50cacb2,NVDA,short,2.4000000000000004,2025-11-03T10:00:00-05:00,207.39980234375,2025-11-03T10:10:00-05:00,207.76999868164063,207.76989868164063,206.65990966796875,-88.84712109375188,2.0,sl,10.0
091bce81-35d0-42e2-9395-4e73ef91b0ef,NVDA,long,0.7000000000000001,2025-11-04T09:50:00-05:00,203.85509572753907,2025-11-04T10:05:00-05:00,202.592702734375,202.592802734375,206.3793817138672,-88.36750952148493,2.0,sl,15.0
ebdf4348-b0da-422d-aba0-b0fc84539e34,NVDA,long,0.8,2025-11-05T09:45:00-05:00,199.73009572753907,2025-11-05T10:45:00-05:00,201.8498932861328,198.6699969482422,201.84999328613281,169.58380468749965,2.0,tp,60.0
14f95760-3852-4795-8e2f-e22b1e3aad23,NVDA,short,0.5,2025-11-06T09:40:00-05:00,195.17989267578125,2025-11-06T10:35:00-05:00,191.44028310546875,197.0498974609375,191.44018310546875,186.98047851562478,2.0,tp,55.0
e263216a-6728-4009-b5cd-69da45111651,NVDA,short,0.30000000000000004,2025-11-07T09:35:00-05:00,182.21990122070312,2025-11-07T13:35:00-05:00,184.93009389648438,184.92999389648438,176.80001586914062,-81.30578027343775,2.0,sl,240.0
